Car_ID,Brand,Model,Year,Kilometers_Driven,Fuel_Type,Transmission,Engine_CC,Owner_Type,Accident_History,Insurance_Status,Service_History,City,Color,Condition,Seller_Type,Original_Price_Lakh,Resale_Price_Lakh
CAR10680,Tata,Nexon,2019,NA,Petrol,Manual,1497,First,0,Third Party,Complete,Kolkata,Silver,Fair,Individual,10.72,3.84
CAR10681,Kia,Carens,2015,43418,Electric,AMT,799,Second,0,Comprehensive,Complete,Hyderabad,White,Good,Individual,NA,3.36
CAR10682,Tata,Punch,2014,138383,Petrol,Manual,2755,Second,0,Comprehensive,Partial,Chennai,Silver,Good,Individual,11.33,2.87
CAR10683,Hyundai,Verna,2020,27403,Diesel,Manual,1199,NA,0,Comprehensive,Complete,Jaipur,Black,NA,Individual,9.77,5.55
CAR10684,Nissan,Sunny,2021,31913,Diesel,Manual,2755,First,1,Third Party,Complete,Hyderabad,Brown,Good,Dealer,10.13,5.93
CAR10685,Volkswagen,Vento,2015,37701,Petrol,AMT,2179,First,0,COMPREHENSIVE,Complete,Aurangabad,Grey,Good,Individual,11.87,3.57
CAR10686,Honda,jazz,2015,34542,Petrol,Automatic,1995,First,0,Comprehensive,Complete,Jaipur,Grey,Fair,Individual,11.4,3.45
CAR10687,Nissan,Magnite,2025,47464,NA,Manual,1197,First,0,Third Party,Partial,Bengaluru,Red,Fair,Individual,8.63,6.55
CAR10688,Renault,Kwid,2020,37244,Petrol,NA,998,Second,0,Third Party,Complete,Nagpur,Red,Good,Individual,4.66,2.33
CAR10689,Ford,Figo,2024,35047,Petrol,AMT,2755,First,0,Comprehensive,Partial,Nagpur,Blue,Good,Dealer,4.6,3.22
CAR10690,Kia,Sonet,2023,NA,Petrol,Automatic,2179,NA,0,Comprehensive,NA,Delhi,Brown,Poor,Individual,11.48,4.74
CAR10691,Maruti,Swift,2022,107815,Petrol,Manual,799,First,0,Third Party,Complete,Chennai,Red,Good,Individual,9.21,4.81
CAR10692,Tata,Tiago,2023,92707,Petrol,Automatic,2179,First,0,Comprehensive,NA,Chennai,Blue,Good,Individual,9.97,7.54
CAR10693,Nissan,Magnite,2025,73371,Petrol,DCT,1597,Third,1,Third Party,Complete,Pune,White,Excellent,Individual,8.72,7.48
CAR10694,Ford,Endeavour,2013,57878,Petrol,Manual,NA,First,0,Comprehensive,Complete,Kolkata,Blue,Good,Individual,10.16,3.39
CAR10695,Nissan,Sunny,2025,41844,Petrol,Manual,NA,First,0,Third Party,Partial,Delhi,Red,Fair,Dealer,NA,7.11
CAR10696,Maruti,Ciaz,2023,32560,Diesel,Manual,1497,Fourth,1,Third Party,Partial,Hyderabad,Grey,Fair,Dealer,8.86,4.14
CAR10697,Ford,Aspire,2016,67153,Diesel,Automatic,998,First,0,Third Party,NA,Mumbai,Blue,Good,Dealer,9.37,3.44
CAR10698,Renault,Duster,2015,NA,Electric,Automatic,1497 cc,First,1,Comprehensive,Complete,Ahmedabad,Brown,Good,Individual,7.68,2.46
CAR10699,Maruti,Ciaz,2020,31838,Petrol,Manual,1597,First,NA,Comprehensive,Partial,Nashik,Silver,Good,Dealer,9.5,5.41
CAR10700,MAHINDRA,XUV700,2023,103693,Petrol,Manual,NA,Third,1,Comprehensive,Missing,Chennai,Black,Good,Individual,11.64,6.29
CAR10701,Toyota,Innova,2016,156442,Petrol,CVT,998,Second,1,Comprehensive,Partial, Chennai ,Red,Good,Individual,13.73,3.66
CAR10702,Mahindra,Thar,2020,68281,Diesel,AMT,2755,First,1,Expired,Complete,Aurangabad,White,Fair,Dealer,11.23,4.13
CAR10703,Volkswagen,Taigun,2022,101077,Diesel,DCT,1497,Third,0,Comprehensive,partial,Delhi,Silver,Good,Dealer,11.44,6.13
CAR10704,Nissan,NA,2020,48043,Petrol,AMT,2393,First,0,Third Party,Partial,Kolkata,Brown,Good,Dealer,10.25,4.62
CAR10705,Toyota,Fortuner,2025,26353,CNG,NA,1498,Fourth,0,Expired,Partial,Bengaluru,NA,Good,Individual,12.97,9.88
CAR10706,Mahindra,XUV500,2013,77017,Diesel,Manual,1497,First,1,Expired,Partial,Nashik,NA,Fair,Dealer,10.33,1.69
CAR10707,Toyota,Glanza,2025,75221,Electric,Automatic,998,First,NA,Third Party,Complete,Delhi,White,Excellent,Individual,13.84,14.3
CAR10708,Skoda,NA,2020,57211,Petrol,Manual,1498,First,0,Comprehensive,Partial,Nagpur,Black,Good,DEALER,NA,4.74
CAR10709,Nissan,Sunny,2014,48135,Petrol,Manual,1498,First,0,Comprehensive,Complete,Mumbai,Brown,Good,Individual,9.2,2.47
CAR10710,Toyota,Innova,2015,93368,Petrol,Manual,998,First,0,Third Party,Complete,Kolkata,Blue,Fair,Individual,13.19,2.71
CAR10711,honda,City,2012,31982,Petrol,DCT,1199,First,0,Third Party,Partial,Pune,Blue,Good,Individual,10.92,2.19
CAR10712,Tata,Altroz,2025,35936,Electric,Manual,1597,First,1,Comprehensive,Complete,Delhi,Blue,Good,Individual,10.57,9.81
CAR10713,Tata,Tiago,2012,31591,Petrol,Manual,799,First,0,Third Party,NA,Ahmedabad,Red,Good,Individual,11.28,2.33
CAR10714,Honda,WR-V,2012,57631,Diesel,Automatic,799,Third,1,Comprehensive,Complete, Nashik ,Black,Good,Individual,10.53,2.04
CAR10715,Ford,Endeavour,2020,30234,Petrol,CVT,2755, First ,0,Third Party,Missing,Delhi,Black,Good,Dealer,11.2,5.63
CAR10716,Hyundai,i20,2022,37750,NA,CVT,2755,First,1,Expired,Partial,Hyderabad,Grey,Excellent,Dealer,10.91,6.78
CAR10717,Ford,Endeavour,2019,37306,Petrol,Automatic,1498,Second,0,Comprehensive, Complete ,Delhi,Silver,Good,Individual,8.63,3.95
CAR10718,Maruti,Swift,2016,NA,Petrol,Manual,1597,Second,0,Third Party,NA,Aurangabad,Red,Good,Individual,10.22,2.97
CAR10719,Maruti,WagonR,2016,24270,Diesel,Manual,1497,Second,1,Third Party,NA,Mumbai,Grey,Good,Individual,NA,2.32
CAR10720,Toyota,Urban Cruiser,2020,57702,Electric,CVT,2393,Second,1,Comprehensive,Partial,Bengaluru,Silver,Excellent,Individual,13.81,7.97
CAR10721,Mahindra,XUV500,2014,109218,Diesel,Automatic,1995,Third,1,Comprehensive,Partial,Jaipur,Silver,Fair,Dealer,9.82,1.9
CAR10722,Mahindra,Bolero,2014,59255,Diesel,Automatic,2755,Second,0,Third Party,NA,Delhi,White,Good,Individual,12.76,3.61
CAR10723,Tata,Altroz,2018,128388,Petrol,Manual,NA,Second,0,Comprehensive,Partial,Nashik,Brown,Fair,Individual,10.28,3.43
CAR10724,Kia,Carens,2020,114552,CNG,MANUAL,1197,First,0,Expired,Complete,Jaipur,Brown,NA,Individual,11.64,4.55
CAR10725,Ford,Aspire,2017,84359,Petrol,Automatic,1597,Second,0,Expired,Partial,Nagpur,Brown,Excellent,Dealer,9.15,2.82
CAR10726,Skoda,Kushaq,2025,57306,Electric,CVT,1199,First,0,Comprehensive,Complete,Bengaluru,Grey,Fair,Dealer,10.87,8.24
CAR10727,Nissan,Magnite,2013,55684,Diesel,DCT,799,First,1,Comprehensive,Partial,AHMEDABAD,Grey,Excellent,Individual,9.27,2.58
CAR10728,Volkswagen,Vento,2012,83715,Petrol,CVT,2755,First,0,Third Party,Partial,Nagpur,Silver,Good,Individual,12.09,2.4
CAR10729,Renault,Triber,2013,44341,Petrol,Automatic,1995,First,0,Third Party,Partial,Ahmedabad,Red,Excellent,Dealer,9.35,2.74
CAR10730,Mahindra,Thar,2025,19529,Electric,Automatic,1497,First,2,Comprehensive,Missing,Hyderabad,White,Excellent,Individual,11.59,12.42
CAR10731,Nissan,Sunny,2025,72091,Petrol,AMT,1995,First,0,Comprehensive,Missing,Aurangabad,Blue,Excellent,Individual,7.73,7.7
CAR10732,Renault,Kiger,2012,29525,Petrol,Manual,1995,First,0,Third Party,Complete,Bengaluru,Brown,Excellent,Individual,NA,2.21
CAR10733,Nissan,Sunny,2021,32399,Petrol,DCT,1497,First,NA,Third Party,Complete,Nagpur,Blue,NA,Individual,8.65,4.96
CAR10734,Toyota,Urban Cruiser,2021,55006,Diesel, Automatic ,1995,Third,0,Comprehensive,Complete,Mumbai,Blue,Good,Individual,13.78,7.9
CAR10735,Renault,Duster,2020,52196,Petrol,DCT,NA,First,0,Third Party,Partial,Kolkata,Brown,Excellent,Individual,9.46,5.16
CAR10736,Volkswagen,Vento,2021,25297,Diesel,AMT,1197,First,1,Third Party,Complete,Mumbai,NA,Good,Dealer,11.14,6.92
CAR10737,Nissan,Sunny,2023,60241,Electric,Manual,1199,First,NA,Comprehensive,Missing,Aurangabad,Black,Excellent,Dealer,8.15,7.14
CAR10738,Honda,Jazz,2025,93570,Electric,Manual,NA,Third,0,Comprehensive,Complete,Aurangabad,Silver,Excellent,Dealer,12.66,10.09
CAR10739,Volkswagen,NA,2024,29569,Petrol,Manual,1597,Third,0,Third Party,Partial,Mumbai,Blue,Fair,Dealer,10.97,6.55
CAR10740,Renault,Triber,2019,110741,Diesel,Manual,1199,Third,0,Comprehensive,Missing,Bengaluru,Blue,Excellent,Dealer,9.35,4.13
CAR10741,Volkswagen,Polo,2018,23318,Petrol,Manual,1498,First,0,Comprehensive,Partial,Chennai,Black,Fair,Dealer,11.01,4.38
CAR10742,Nissan,Kicks,2014,176242,Diesel,Automatic,998,First,0,Third Party,Complete,Nashik,Red,Good,Dealer,8.45,1.83
CAR10743,Hyundai,Verna,2019,43866,CNG,Manual,998,Fourth,1,Comprehensive,Complete,Hyderabad,Blue,Fair,Individual,11.11,3.71
CAR10744,Nissan,Magnite,2013,59586,Diesel,MANUAL,1197,First,0,Third Party,Partial,Delhi,Brown,Good,Dealer,8.23,1.9
CAR10745,Nissan,Kicks,2013,19427,CNG,DCT,2393,First,0,Comprehensive,Partial,Kolkata,WHITE,Good,Dealer,NA,1.74
CAR10746,Toyota,Urban Cruiser,2022,53152,CNG,Manual,1597,First,0,Comprehensive,Partial,Bengaluru,Silver,Good,Dealer,13.12,8.11
CAR10747,Ford,Endeavour,2021,62364,Petrol,CVT,1197,Third,0,Comprehensive,NA,Pune,Brown,Good,Dealer,9.0,4.6
CAR10748,Honda,City,2014,52454,Diesel,Manual,1197,First,0,NA,Complete,Chennai,Silver,Good,Individual,NA,2.26
CAR10749,Skoda,Slavia,2018,40351,Petrol,AMT,1199,Third,0,Third Party,Complete,Ahmedabad,NA,Good,Individual,10.65,4.35
CAR10750,Mahindra,Scorpio,2012,32678,Petrol,Manual,2393,First,1,Third Party,Complete,Bengaluru,NA,Good,Individual,NA,2.28
CAR10751,Maruti,Baleno,2019,102424,Petrol,NA,1498,Second,NA,NA,Complete,Jaipur,Blue,Good,Individual,9.9,4.19
CAR10752,Ford,Aspire,2023,55939,Electric,Automatic,799,First,0,Expired,Partial,Ahmedabad,Brown,Good,Individual,10.15,7.93
CAR10753,Maruti,Baleno,2018,128348, Petrol ,CVT,1498,First,NA,Comprehensive,Complete,Mumbai,Blue,Fair,Dealer,9.79 L,3.33
CAR10754,Toyota,Glanza,2015,41172,Diesel,Manual,NA,Second,0,Comprehensive,Partial,Kolkata,Grey,Fair,Dealer,15.44,4.01
CAR10755,Honda,Jazz,2025,43301,Diesel,Manual,1995, First ,0,Comprehensive,Missing,Ahmedabad,Blue,Good,Individual,12.28,10.47
CAR10756,Nissan,Kicks,2016,86134,CNG,CVT,1498,Second,0,Third Party,Complete,Aurangabad,Red,Excellent,Individual,8.84,2.8
CAR10757,Tata,Altroz,2021,22526,Diesel,Manual,1498,Fourth,1,Third Party,Complete,Bengaluru,Silver,Good,Individual,11.54,5.82
CAR10758,Mahindra,Thar,2024,NA,Petrol,NA,1197,First,0,Expired,Complete,Hyderabad,Brown,Good,Dealer,10.41,8.35
CAR10759,Hyundai,Santro,2012,100579,Diesel,Automatic,998,First,0,Comprehensive,Complete,Ahmedabad,silver,Fair,Dealer,5.76,1.04
CAR10760,Tata,NA,2015,NA,Diesel,Manual,1597,Second,0,Third Party,Complete,Nashik,Black,Fair,Individual,10.65,2.87
CAR10761,Toyota,Innova,2012,20223,Diesel,NA,1995,Third,0,Comprehensive,Complete,Jaipur,Black,Excellent,Individual,13.94,3.67
CAR10762,Ford,Figo,2012,153703,Petrol,Manual,2393,Second,0,Third Party,Complete,Chennai,White,Excellent,Individual,5.58,1.08
CAR10763,Hyundai,i20,2021,25552,Petrol,Manual,1498,First,0,Comprehensive,Complete,Nagpur,White,Fair,Dealer,10.03,5.3
CAR10764,Volkswagen,Polo,2012,60861,Electric,Manual,1497,Second,0,Third Party,Missing,Hyderabad,Brown,Excellent,Individual,10.74,2.17
CAR10765,Renault,Duster,2018,57130,Petrol,Manual,1199,First,0,Expired,Complete,Pune,Blue,Good,Individual,8.9,3.51
CAR10766,Hyundai,Verna,2018,11722,Petrol,AMT,799,First,0,Third Party,Complete,Bengaluru,NA,Fair,Dealer,9.19,3.4
CAR10767,Skoda,Kushaq,2015,47480,Petrol,CVT,2179,Second,0,Expired,Complete,Mumbai,Blue,Good,Individual,11.49,4.13
CAR10768,Toyota,Fortuner,2024,70383,Petrol,Manual,2755,Second,0,Third Party,Complete,Kolkata,NA,Fair,Individual,14.43,9.0
CAR10769,Kia,NA,2023,66833,Petrol,AMT,2393,First,0,Third Party,NA,Nashik,Red,Excellent,Dealer,11.31,7.98
CAR10770,Renault,Duster,2013,90402,Diesel,NA,1199,Second,0,Third Party,Complete,Ahmedabad,Grey,Good,Dealer,9.47,2.32
CAR10771,Maruti,NA,2023,NA,NA,Automatic,998,First,0,Comprehensive,Partial,Chennai,Red,Good,Dealer,9.28,7.59
CAR10772,Mahindra,Bolero,2014,NA,Petrol,DCT,1199,First,1,Comprehensive,COMPLETE,Delhi,Red,Good,Dealer,10.07,2.43
CAR10773,Maruti,NA,2019,37645,Petrol,Manual,2755,Third,NA,Third Party,NA,Ahmedabad,Blue,Good,Individual,5.68,2.54
CAR10774,Hyundai,i20,2024,25319,Diesel,NA,1497,First,1,Comprehensive,Partial,Ahmedabad,Blue,Excellent,Dealer,10.39,8.9
CAR10775,maruti,Swift,2019,26939,Petrol,Automatic,998,First,0,Comprehensive,Complete,Nashik,Silver,Excellent,Individual,9.41,5.94
CAR10776,Skoda,Slavia,2022,NA,Electric,Manual,1597 cc,Second,0,Comprehensive,Complete,Delhi,White,Good,INDIVIDUAL,11.08,8.06
CAR10777,Toyota,NA,2022,95832,Petrol,Automatic,1197,Second,1,third party,Missing,Nagpur,White,Good,Individual,13.67,8.22
CAR10778,Volkswagen,Vento,2017,23910,Diesel,Automatic,1995,Second,1,Third Party,Complete,Nashik,White,NA,Individual,12.66,5.89
CAR10779,Ford,Figo,2021,63946,Diesel,Manual,1199,Third,0,Third Party,Partial,Mumbai,Red,NA,Individual,4.16,2.89
CAR10780,Mahindra,Scorpio,2020,47516,CNG,Manual,2755,First,0,NA,Partial,Jaipur,Brown,Excellent,Individual,9.53,5.42
CAR10781,Skoda,Kushaq,2022,51980,Diesel,Automatic,1497,First,0,Third Party,Complete,Mumbai,Brown,Excellent,Individual,10.51,7.86
CAR10782,Skoda,Kushaq,2023,NA,Petrol,Automatic,NA,NA,0,Third Party,Complete,Nashik,Brown,Good,Dealer,9.45,6.02
CAR10783,Maruti,Dzire,2020,43215,Petrol,Automatic,2755,NA,0,Third Party,Complete,Chennai,Blue,Good,Individual,10.0,5.8
CAR10784,Maruti,WagonR,2015,76992,Electric,Automatic,1497,Second,0,NA,Complete,Mumbai,Grey,Good,Dealer,4.98,1.44
CAR10785,Hyundai,Grand i10,2023,56148,CNG,Manual,2179,Second,2,Comprehensive,Missing,Pune,White,Good,Dealer,12.76,7.66
CAR10786,Ford,Endeavour,2012,50588,Petrol,Manual,2755,NA,1,Third Party,Complete,Aurangabad,Blue,Fair,Dealer,10.49,1.34
CAR10787,Tata,Harrier,2012,194866,CNG,CVT,998,Second,0,Comprehensive,Partial,Delhi,Silver,Good,Dealer,8.64,1.42
CAR10788,Maruti,Ciaz,2023,24893,Diesel,CVT,1597,First,0,Third Party,Partial,Pune,Brown,Good,Individual,8.85,7.62
CAR10789,Toyota,Glanza,2021,NA,Diesel,Automatic,2393, Second ,1,Third Party,Complete,Delhi,Blue,Excellent,Dealer,15.05,8.63
CAR10790,Kia,Sonet,2016,78913,Petrol,DCT,1995,second,2,Third Party,Partial,Aurangabad,Black,Good,Individual,12.51,3.77
CAR10791,Mahindra,Bolero,2025,42249,CNG,CVT,NA,Second,0,NA,Partial,Bengaluru,Blue,Fair,Individual,10.28,7.23
CAR10792,Nissan,Kicks,2024,134755,Petrol,Manual,2755,First,0,Third Party,Complete,Nagpur,Black,Good,Individual,9.49,5.8
CAR10793,Maruti,Dzire,2013,19903,Diesel,Manual,NA,First,2,NA,NA,Ahmedabad,Brown,Good,Individual,9.81,2.16
CAR10794,Toyota,Glanza,2017,41279,Petrol,Manual,2755,First,0,Comprehensive,Complete,Bengaluru,Grey,Good,Individual,15.71,6.33
CAR10795,Toyota,Fortuner,2018,28294,CNG,Manual,2393,Third,1,Third Party,Complete,Pune,Black,Good,Dealer,12.78,4.87
CAR10796,Mahindra,XUV500,2012,68991,Petrol,AMT,998, First ,0,Comprehensive,Complete,Ahmedabad,Black,Good,Dealer,9.5,2.4
CAR10797,Tata,Safari,2017,29819,Petrol,Manual,2393,SECOND,0,Comprehensive,Partial,Ahmedabad,Black,Good,Individual,10.75,4.68
CAR10798,Toyota,Fortuner,2019,69791,Petrol,CVT,2179,First,1,Comprehensive,Partial,Aurangabad,Black,Fair,Individual,13.91,5.58
CAR10799,Kia,Sonet,2023,49639,Petrol,Automatic,1197,Second,0,Comprehensive,NA,Aurangabad,Blue,Good,Individual,11.91,8.47
CAR10800,Toyota,Innova,2016,42253,Diesel,AMT,2179,First,1,Comprehensive,Complete,Bengaluru,NA,Good,Dealer,13.22,4.13
CAR10801,Toyota,Fortuner,2025,68107,Petrol,Manual,1597,Third,1,Comprehensive,Complete,Nagpur,Black,Good,Individual,NA,8.89
CAR10802,Toyota,Fortuner,2023,47445,Electric,Manual,1498,Third,1,Comprehensive,Complete,Pune,Brown,Fair,Dealer,13.09,6.36
CAR10803,Volkswagen,Polo,2018,30222,Diesel,Automatic,2755,First,0,Third Party,Complete,Nagpur,Brown,Good,Individual,12.09,5.36
CAR10804,Volkswagen,NA,2021,220000,Diesel,CVT,2755,Second,1,NA,Complete,Nashik,White,Good,Individual,NA,5.39
CAR10805,Tata,Harrier,2017,42072,Petrol,CVT,1197,Second,0,Comprehensive,Complete,Hyderabad,Red,Excellent,Individual,10.43,3.97
CAR10806,Maruti,Dzire,2015,16242,Petrol,Automatic,2755,Second,1,Comprehensive,Partial,Kolkata,Silver,Fair,Dealer,11.28,3.12
CAR10807,Toyota,Glanza,2018,34611,Petrol,Manual,1597,Second,1,Comprehensive,Partial,Delhi,Silver,Fair,Dealer,15.56,5.1
CAR10808,Ford,EcoSport,2021,27394,Diesel,Manual,2755,Fourth,1,Comprehensive,Complete,Jaipur,Silver,Good,Individual,10.64,5.41
CAR10809,Maruti,Baleno,2020,86635,Petrol,cvt,1197,First,0,Comprehensive,Missing,Mumbai,NA,Good,Individual,10.0,5.23
CAR10810,Tata,Altroz,2021,65643,Diesel,Manual,2755,First,0,Comprehensive,Complete,Delhi,Grey,Good,Dealer,11.86,6.51
CAR10811,Honda,Amaze,2021,68485,Petrol,Automatic,1498,Second,0,Comprehensive,Partial,Nagpur,Brown,Good,Dealer,NA,5.7
CAR10812,Maruti,Dzire,2024,44872,Electric,Automatic,1995,NA,1,Comprehensive,Complete,Nashik,Red,Good,Individual,9.6,8.28
CAR10813,Maruti,Baleno,2018,47166,Petrol,Manual,1497,First,0,Comprehensive,Partial,Ahmedabad,Silver,Good,Individual,9.86,4.65
CAR10814,Renault,Kiger,2023,44849,Petrol,Manual,2755,First,0,Comprehensive,Partial,Kolkata,Silver,Excellent,Individual,9.96,7.49
CAR10815,Hyundai,i20,2025,52597,Diesel,NA,2755,Second,0,Comprehensive,Partial,Kolkata,White,Good,Individual,11.2,9.46
CAR10816,Nissan,Sunny,2016,87074,Electric,CVT,1197,Second,0,Expired,Partial,Delhi,Blue,Excellent,Individual,8.09,2.59
CAR10817,Renault,NA,2018,66166,Diesel,CVT,1498,First,0,Comprehensive,Complete,Pune,Silver,Good,Individual,10.34,4.03
CAR10818,Kia,Sonet,2014,72413,Petrol,Manual,1995,Third,0,Comprehensive,Complete,Chennai,Red,Good,Individual,12.04,2.17
CAR10819,Volkswagen,Polo,2013,72391,Diesel,Manual,2393,First,2,Comprehensive,Partial,Kolkata,Blue,Good,Dealer,NA,2.57
CAR10820,Volkswagen,Polo,2022,89458,Electric,DCT,1197,First,0,Comprehensive,Partial,Aurangabad,Blue,Good,Individual,11.83,7.96
CAR10821,Hyundai,Grand i10,2016,NA,NA,Manual,2755,First,1,Third Party,Complete,Nashik,Grey,Good,Individual,11.9,4.2
CAR10822,Mahindra,Scorpio,2015,67000,Petrol,Automatic,2755,NA,0,Expired,Complete,Chennai,White,Excellent,Dealer,10.99,3.06
CAR10823,Mahindra,XUV700,2016,105760,NA,Manual,1497,Second,1,Comprehensive,NA,Chennai,Red,Good,Individual,9.54,2.87
CAR10824,Tata,Safari,2019,38151,CNG,Automatic,2179,First,0,Comprehensive,Missing,Pune,Silver,Fair,Individual,10.79,4.36
CAR10825,Skoda,Slavia,2023,34352,Diesel,Manual,2393,First,0,Expired,Complete,Chennai,White,Good,Individual,10.67,8.09
CAR10826,Hyundai, i20 ,2015,28647,Electric,CVT,2393,Second,1,Comprehensive,Complete,Mumbai,Grey,Good,Individual,11.85,2.67
CAR10827,Nissan,Magnite,2020,NA,Petrol,DCT,1197,Second,0,Comprehensive,NA,Mumbai,Red,Good,Individual,7.0,3.5
CAR10828,Maruti,Brezza,2018,19841,Diesel,Manual,2755,Fourth,0,Comprehensive,Partial,Bengaluru,Grey,Excellent,Dealer,10.34,3.94
CAR10829,Mahindra,Scorpio,2021,70917,Diesel,Manual,998,Second,0,Comprehensive,Complete,Mumbai,Grey,Good,Individual,9.84,5.1
CAR10830,Nissan,Kicks,2024,51794,Diesel,Automatic,2755, First ,3,Comprehensive,Complete,Bengaluru,Black,Fair,Individual,9.43 L,6.84
CAR10831,Toyota,Urban Cruiser,2023,102656,CNG,Manual,NA,Second,2,Comprehensive,Complete,Bengaluru,Red,Fair,Individual,14.67,7.02
CAR10832,Skoda,Slavia,2018,38007,Electric,DCT,1597,First,0,Third Party,Partial,Kolkata,Blue,Good,Dealer,11.28,4.89
CAR10833,Ford,Endeavour,2024,49181,Petrol,Manual,2179,Third,0,Third Party,Complete,Chennai,Silver,Excellent,Dealer,8.9,5.99
CAR10834,Maruti,Baleno,2024,101956,Petrol,Manual,1199,First,0,Expired,NA,Delhi,White,Fair,Dealer,10.22,5.94
CAR10835,Kia,NA,2019,117690,Petrol,Automatic,1197,First,1,Comprehensive,Partial,Pune,Red,Good,Dealer,NA,4.12
CAR10836,Toyota,Glanza,2023,NA,Diesel,AMT,2393,First,0,Third Party,Missing,Mumbai,Brown,Excellent,Individual,13.35 L,11.19
CAR10837,Toyota,Urban Cruiser,2017,NA,Petrol,Manual,1497,First,NA,Comprehensive,Partial,Nagpur,Red,Good,Individual,13.83,5.24
CAR10838,Hyundai,i20,2019,64667,CNG,Manual,2755,First,1,Comprehensive,Complete,Pune,White,NA,Individual,9.7,4.51
CAR10839,Skoda,Rapid,2014,67548,Petrol,Manual,799,First,0,Comprehensive,Complete,Hyderabad,Red,Excellent,Individual,11.32,3.83
CAR10840,Tata,Harrier,2021,47603,Petrol,manual,1497,First,0,Comprehensive,Complete,Ahmedabad,Red,Excellent,Individual,9.35,6.36
CAR10841,Kia,Sonet,2021,111284,Diesel,Manual,1197,First,0,Third Party,Complete,Kolkata,White,Fair,Individual,11.13,5.08
CAR10842,Mahindra,XUV500,2025,19452,Diesel,CVT,799, Third ,0,Comprehensive,Complete,Ahmedabad,Red,Good,Dealer,9.56,8.17
CAR10843,Nissan,Sunny,2012,43628,Petrol,Manual,1197,First,1,Third Party,Complete,Nashik,Blue,Good,Individual,9.18,1.95
CAR10844,Hyundai,Santro,2017,70364,Diesel,Manual,1497,Third,0,Third Party,Partial,Nagpur,White,Excellent,Dealer,6.36,1.8
CAR10845,Mahindra,XUV500,2012,70725,Petrol,AMT,1497,First,0,Comprehensive,Complete,Pune,White,NA,Individual,9.61,1.95
CAR10846,Hyundai,Creta,2020,115740,Petrol,Manual,2393,First,1,Comprehensive,Complete,Mumbai,Silver,NA,Dealer,11.95,5.29
CAR10847,Hyundai,Creta,2025,106309,Petrol,CVT,1995,Second,NA,Comprehensive,Complete,Delhi,Red,Fair,Individual,9.86,6.85
CAR10848,Hyundai,Grand i10,2013,47006,Diesel,automatic,NA,First,0,Third Party,Partial,Pune,Silver,Good,Dealer,11.15,2.82
CAR10849,Skoda,Slavia,2022,112422,Petrol,Manual,799,First,2,Comprehensive,Complete,Mumbai,Silver,Excellent,Individual,10.57,6.14
CAR10850,Tata,NA,2013,37136,Electric,CVT,1597,Third,0,Comprehensive,Complete,Bengaluru,Brown,Good,Individual,11.14,2.79
CAR10851,Hyundai,Creta,2018,91773,Diesel,Automatic,1497,First,1,Comprehensive,Complete,nashik,Silver,Good,Dealer,11.19,4.44
CAR10852,Honda,City,2013,148877,Petrol,Automatic,1197,First,1,Comprehensive,Complete,Nagpur,Black,Good,Dealer,10.89,2.24
CAR10853,Ford,Aspire,2021,107291,Petrol,CVT,1199,Second,1,Third Party,Partial,Pune,Grey,Good,Individual,8.28,3.9
CAR10854,Mahindra,Thar,2019,58294,Petrol,CVT,1197,First,0,Comprehensive,Partial,Bengaluru,Blue,Fair,Individual,9.78,3.49
CAR10855,Maruti,Brezza,2017,45826,Diesel,Manual,1995,Second,0,Third Party,Complete,Nashik,Red,Excellent,Individual,8.93,3.53
CAR10856,Renault,Triber,2025,23726,Diesel,Manual,1199,First,0,Comprehensive,Partial,Ahmedabad,Silver,Good,Individual,8.91,8.63
CAR10857,Nissan,Sunny,2018,65243,CNG,Manual,1197,First,1,Third Party,Complete,Jaipur,Blue,NA,Individual,8.3,3.11
CAR10858,Kia,Sonet,2018,29783,Petrol,AMT,998,First,0,Comprehensive,Complete,Bengaluru,Black, Good ,Dealer,12.26,5.13
CAR10859,Volkswagen,Vento,2017,35556,NA,CVT,1197 cc,Third,NA,Comprehensive,Complete,Nashik,Black,Excellent,Individual,11.83,4.51
CAR10860,Tata,Harrier,2021,28571,Petrol,Manual,1597,First,1,Comprehensive,Partial,Ahmedabad,Red,Good,Dealer,11.94,6.05
CAR10861,Maruti,Dzire,2022,42696,Petrol,Manual,1498,First,0,NA,Complete,Jaipur,Red,NA,Dealer,9.98,7.09
CAR10862,Toyota,Urban Cruiser,2020,54160,Petrol,AMT,2393,First,0,Comprehensive,NA,Chennai,Grey,Good,Dealer,14.43,7.26
CAR10863,Honda,Jazz,2024,63932,NA,Manual,1497,First,1,Comprehensive,NA,Bengaluru,Grey,Fair,Individual,11.28,7.47
CAR10864,Volkswagen,Taigun,2020,39529,Diesel,Manual,1995,First,0,Comprehensive,Complete,Bengaluru,Black,Fair,Dealer,11.31,4.89
CAR10865,Renault,Kwid,2018,99031,CNG,Manual,2755,First,0,Comprehensive,Complete,Chennai,White,Good,Individual,5.61,2.23
CAR10866,Maruti,Brezza,2020,49049,Petrol,Manual,799,NA,2,Expired,Complete,Jaipur,NA,Good,Individual,8.74,3.2
CAR10867,Volkswagen,Taigun,2024,35662,Petrol,DCT,1197,Third,0,Comprehensive,Partial,Nashik,NA,Good,Individual,12.27,8.47
